#group,false,false,true,true,false,false,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string
#default,last,,,,,,,,,,
,result,table,_start,_stop,_time,_value,ID,_field,_measurement,host,topic
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:33.2Z,5924,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:33.25Z,5927,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:33.29Z,5937,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:33.34Z,5941,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:33.39Z,5949,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:33.43Z,5954,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:33.48Z,5962,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:33.53Z,5968,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:33.57Z,5974,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:33.62Z,5980,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:33.67Z,5982,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:33.71Z,5992,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:33.76Z,5995,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:33.81Z,6004,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:33.86Z,6008,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:33.91Z,6017,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:33.96Z,6022,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.01Z,6031,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.06Z,6036,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.11Z,6044,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.15Z,6049,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.2Z,6056,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.25Z,6062,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.29Z,6068,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.34Z,6075,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.39Z,6080,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.43Z,6087,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.48Z,6089,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.53Z,6099,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.57Z,6102,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.62Z,6112,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.67Z,6116,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.73Z,6126,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.78Z,6130,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.83Z,6139,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.87Z,6143,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.92Z,6151,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:34.97Z,6156,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.01Z,6163,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.06Z,6169,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.11Z,6175,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.15Z,6181,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.2Z,6183,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.25Z,6194,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.29Z,6196,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.34Z,6206,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.39Z,6210,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.43Z,6218,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.48Z,6224,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.53Z,6231,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.58Z,6237,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.62Z,6244,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.67Z,6250,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.72Z,6252,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.76Z,6262,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.81Z,6265,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.85Z,6275,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.9Z,6278,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:35.95Z,6287,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36Z,6292,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36.05Z,6300,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36.11Z,6305,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36.16Z,6314,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36.21Z,6319,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36.27Z,6329,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36.33Z,6333,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36.37Z,6343,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36.42Z,6346,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36.46Z,6355,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36.51Z,6360,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36.56Z,6368,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36.6Z,6374,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36.65Z,6380,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36.7Z,6387,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36.75Z,6392,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36.79Z,6399,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36.84Z,6402,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36.89Z,6412,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:36.95Z,6415,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37Z,6426,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.06Z,6434,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.11Z,6441,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.15Z,6446,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.2Z,6453,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.25Z,6455,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.29Z,6466,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.34Z,6469,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.39Z,6478,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.43Z,6482,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.48Z,6490,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.53Z,6496,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.58Z,6503,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.62Z,6509,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.67Z,6515,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.72Z,6522,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.76Z,6524,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.81Z,6534,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.86Z,6537,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.9Z,6545,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:37.95Z,6550,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38Z,6559,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.04Z,6564,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.09Z,6571,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.15Z,6577,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.2Z,6585,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.25Z,6591,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.29Z,6597,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.34Z,6600,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.35Z,6604,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.38Z,6609,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.43Z,6616,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.48Z,6618,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.53Z,6628,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.57Z,6631,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.62Z,6641,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.66Z,6645,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.71Z,6652,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.76Z,6658,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.81Z,6665,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.85Z,6671,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.9Z,6677,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:38.96Z,6685,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:39.01Z,6692,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:39.05Z,6698,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:39.1Z,6699,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:39.14Z,6710,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:39.19Z,6711,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:39.24Z,6723,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:39.29Z,6726,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:39.33Z,6735,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:39.38Z,6740,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:39.43Z,6748,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:39.47Z,6753,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:39.52Z,6760,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:39.59Z,6766,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:39.67Z,6774,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:39.73Z,6786,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:39.79Z,6794,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:39.85Z,6803,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:39.9Z,6807,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:39.95Z,6816,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:40.01Z,6821,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:40.05Z,6830,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:40.1Z,6834,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:40.15Z,6843,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:40.2Z,6848,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:40.24Z,6856,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:40.29Z,6862,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:40.33Z,6868,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:40.38Z,6875,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:40.43Z,6876,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:40.48Z,6887,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:40.52Z,6889,779,vote,votes,11dfbebbbbc4,mqtt_spammer
,,5,2021-11-04T19:58:00.4608069Z,2021-11-04T22:58:00.4608069Z,2021-11-04T21:00:40.57Z,6899,779,vote,votes,11dfbebbbbc4,mqtt_spammer
